Id;Function;threads;gpus;P;Q;mtxfmt;nb;m;n;lda;seedA;bump;tsub;time;gflops
0;dgetrf_nopiv;23;0;1;6;0;128;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;5.033088e+01;3.954932e+01
0;dgetrf_nopiv;23;0;1;6;0;128;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;4.756660e+01;4.184769e+01
0;dgetrf_nopiv;23;0;1;6;0;128;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;4.838775e+01;4.113753e+01
0;dgetrf_nopiv;23;0;1;6;0;128;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;4.825836e+01;4.124783e+01
0;dgetrf_nopiv;23;0;1;6;0;128;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;4.895833e+01;4.065809e+01
0;dgetrf_nopiv;23;0;1;6;0;128;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;4.868273e+01;4.088827e+01
0;dgetrf_nopiv;23;0;1;6;0;128;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;4.818166e+01;4.131349e+01
0;dgetrf_nopiv;23;0;1;6;0;128;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;4.753435e+01;4.187608e+01
0;dgetrf_nopiv;23;0;1;6;0;128;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;4.803054e+01;4.144347e+01
0;dgetrf_nopiv;23;0;1;6;0;128;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;4.937186e+01;4.031754e+01
0;dgetrf_nopiv;23;0;1;6;0;1600;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;5.588064e+01;3.562150e+01
0;dgetrf_nopiv;23;0;1;6;0;1600;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;5.429121e+01;3.666436e+01
0;dgetrf_nopiv;23;0;1;6;0;1600;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;5.317803e+01;3.743185e+01
0;dgetrf_nopiv;23;0;1;6;0;1600;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;5.566560e+01;3.575911e+01
