Id;Function;threads;gpus;P;Q;mtxfmt;nb;m;n;lda;seedA;bump;tsub;time;gflops
0;dgetrf_nopiv;23;0;1;6;0;400;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;6.179976e+01;3.220971e+01
0;dgetrf_nopiv;23;0;1;6;0;400;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;6.474348e+01;3.074522e+01
0;dgetrf_nopiv;23;0;1;6;0;420;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;5.951267e+01;3.344754e+01
0;dgetrf_nopiv;23;0;1;6;0;420;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;6.147843e+01;3.237806e+01
0;dgetrf_nopiv;23;0;1;6;0;420;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;5.990326e+01;3.322945e+01
0;dgetrf_nopiv;23;0;1;6;0;420;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;5.876452e+01;3.387337e+01
0;dgetrf_nopiv;23;0;1;6;0;420;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;6.147370e+01;3.238055e+01
0;dgetrf_nopiv;23;0;1;6;0;420;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;5.886474e+01;3.381570e+01
0;dgetrf_nopiv;23;0;1;6;0;420;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;6.119864e+01;3.252609e+01
0;dgetrf_nopiv;23;0;1;6;0;420;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;6.125510e+01;3.249611e+01
0;dgetrf_nopiv;23;0;1;6;0;420;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;6.169400e+01;3.226493e+01
0;dgetrf_nopiv;23;0;1;6;0;420;14400;14400;14400;1804289383;1.440000e+04;0.000000e+00;5.842943e+01;3.406763e+01
